url,sentiment,political_stability,economic_impact,climate_impact,social_cohesion,international_relations,regional_security,meta_confidnence,meta_prompt_tokens,meta_total_tokens
https://www.dawn.com/news/1950104/now-the-hard-part,-1,-1,-1,0,-2,-1,-2,0.9767634564521782,1884,1955
https://www.dawn.com/news/1950108/need-for-safeguards,1,1,0,0,1,0,0,0.9768063792089934,1147,1218
https://www.dawn.com/news/1950131/trump-vows-to-keep-massive-tariffs-on-india-until-russian-oil-imports-cease,-1,-1,-2,0,0,-2,-1,0.993984597105739,992,1063
https://www.dawn.com/news/1950134/omoda-amp-jaecoo-lead-smart-mobility-at-international-technology-night,2,0,1,1,0,1,0,0.9954925374596634,1590,1661
https://www.dawn.com/news/1950144/notices-issued-to-adiala-jail-superintendent-others-on-kp-cms-plea-seeking-meeting-with-imran,0,-1,0,0,-1,0,-1,0.9973741066646507,1068,1139
https://www.dawn.com/news/1950173/pakistan-afghanistan-peace-hinges-on-taliban-halting-incursions-defence-minister-asif,1,1,1,0,0,1,1,0.9946647846865516,1876,1947
https://www.dawn.com/news/1950179/lhc-informed-cnic-of-arshad-chaiwala-restored-after-nadra-verification,1,1,0,0,0,0,0,0.988561164936066,998,1069
https://www.dawn.com/news/1950184/shaheen-named-pakistan-mens-odi-captain-set-to-start-stint-with-south-africa-series,1,0,0,0,0,0,0,0.9902489009109067,1090,1161
https://www.dawn.com/news/1950187/veteran-bollywood-comedian-asrani-passes-away-at-84-after-prolonged-illness,1,0,0,0,1,0,0,0.9981170100755671,1222,1293
https://www.dawn.com/news/1950233/doctor-arrested-in-sargodha-for-torture-of-house-help,-2,-1,0,0,-1,0,0,0.9858208795304718,1108,1179
https://www.dawn.com/news/1950243/kp-cm-afridi-vows-to-resist-centres-every-unconstitutional-step,-1,-1,0,0,-1,-1,-1,0.9819327855497706,1828,1899
https://www.dawn.com/news/1950244/first-test-tube-baby-born-in-dera-ismail-khan,2,0,0,0,1,0,0,0.9841723323385364,771,842
https://www.dawn.com/news/1950257/murad-approves-expansion-of-safe-city-project-to-karachis-dha-other-areas,1,1,0,0,0,0,1,0.9974368184582518,1190,1261
https://www.dawn.com/news/1950258/karachi-police-make-first-arrest-using-facial-recognition-technology,1,1,0,0,0,0,1,0.9987853822243224,733,804
https://www.dawn.com/news/1950276/quake-jolts-parts-of-barkhan,0,0,0,0,0,0,0,0.9951535410506246,772,843
https://www.dawn.com/news/1950277/justice-mulakhail-takes-oath-as-acting-bhc-cj,1,1,0,0,0,0,0,0.993823805769444,681,752
https://www.dawn.com/news/1950278/ihc-clears-kp-cms-plea-regarding-meeting-with-imran,0,-1,0,0,-1,0,-1,0.9913015319139801,1195,1266
https://www.dawn.com/news/1950279/balochistan-levies-suspends-six-personnel-over-fake-promotions,0,1,0,0,0,0,0,0.9926096359221738,830,901
https://www.dawn.com/news/1950280/balochistan-assembly-adopts-resolution-against-killing-of-mpas-brother,-1,-1,-1,0,-1,0,-1,0.9967458089755443,1307,1378
https://www.dawn.com/news/1950281/8-militants-gunned-down-in-dera-ismail-khan,1,1,0,0,0,0,1,0.9870304264153825,1319,1390
https://www.dawn.com/news/1950282/pia-gearing-up-for-direct-us-flights-says-aviation-minister,2,1,2,0,1,2,0,0.9975572423443079,932,1003
https://www.dawn.com/news/1950283/ihc-to-hear-bars-plea-on-justice-jahangiris-appointment,0,0,0,0,0,0,0,0.990512879742438,939,1010
https://www.dawn.com/news/1950284/dismissal-of-woman-on-maternity-leave-overturned,2,1,0,0,1,1,0,0.9925425452161698,993,1064
https://www.dawn.com/news/1950285/commission-being-formed-to-protect-minority-rights,2,1,1,0,2,1,0,0.9971667379835091,1406,1477
https://www.dawn.com/news/1950295/cartoon-21-october-2025,0,0,0,0,0,0,0,0.9999602545133632,580,651
https://www.dawn.com/news/1950299,1,1,0,0,0,1,1,0.9891149357234112,1151,1222
https://www.dawn.com/news/1950299/doha-truce,1,1,0,0,0,1,1,0.9891149357234112,1151,1222
https://www.dawn.com/news/1950303,-2,-2,-1,0,-2,-1,-2,0.9895245311238952,1754,1825
https://www.dawn.com/news/1950303/too-many-battlefronts,-2,-2,-1,0,-2,-1,-2,0.9895245311238952,1754,1825
https://www.dawn.com/news/1950351/lahore-karachi-among-top-5-most-polluted-cities-in-world,-2,-1,-1,-3,-1,0,-1,0.9877798673890428,1462,1533
https://www.dawn.com/news/1950354/liquor-and-arms-recovery-case-islamabad-court-issues-arrest-warrant-for-gandapur-over-persistent-no-shows,-1,-1,0,0,-1,0,-1,0.994907120375025,958,1029
https://www.dawn.com/news/1950356/fresh-polio-case-in-kp-takes-this-years-tally-to-30,-1,-1,-1,0,-1,-1,-1,0.9980393627228392,1151,1222
https://www.dawn.com/news/1950363/lesser-known-parties-withdraw-plea-seeking-to-become-opposition-alliance-ttaps-namesake,-1,-1,0,0,-1,0,-1,0.9929014830465057,1404,1475
https://www.dawn.com/news/1950373/3-civilians-killed-in-muridke-operation-claims-punjab-minister,-2,-2,-1,0,-2,-1,-1,0.9942903068314981,1484,1555
https://www.dawn.com/news/1950374/smog-theatre-will-cannons-and-towers-clear-polluted-air,-2,-1,-2,-2,-1,0,0,0.9917684925548593,1361,1432
https://www.dawn.com/news/1950383/gb-election-commission-freezes-financial-administrative-powers-of-regional-govt-citing-concern-over-pre-poll-manipulation,0,1,-1,0,0,0,0,0.9968919082425354,1486,1557
https://www.dawn.com/news/1950386/coas-munir-reiterates-any-violation-of-pakistans-territorial-integrity-will-be-met-with-firm-and-decisive-response,-1,-1,-1,0,-1,-2,-2,0.9842467159521116,1367,1438
https://www.dawn.com/news/1950387/shrinking-habitats-rising-poaching-push-pakistans-bears-towards-the-brink,-2,0,-1,-2,-1,0,0,0.9808864187654178,1828,1899
https://www.dawn.com/news/1950388/talal-terms-kp-govts-inaction-against-terrorism-ploy-for-political-point-scoring,-1,-2,-1,0,-1,-1,-2,0.986085682100218,1302,1373
https://www.dawn.com/news/1950389/two-sc-judges-warn-new-code-of-conduct-will-restrict-judicial-freedom-create-avenues-for-control,-2,-2,0,0,-1,-1,-1,0.9954653657128097,1829,1900
https://www.dawn.com/news/1950395/centre-asks-punjab-to-facilitate-imran-cm-afridi-meeting-for-kp-cabinet-formation,0,-1,0,0,-1,0,-1,0.9880271239259605,1071,1142
https://www.dawn.com/news/1945023/youth-shot-dead-over-dispute-in-lakki-marwat,-2,-1,0,0,-1,0,-1,0.9911135391953226,938,1009
https://www.dawn.com/news/1941690/cjp-afridi-highlights-need-for-cordial-cohesion-between-bench-bars-to-preserve-rule-of-law,1,1,0,0,1,0,0,0.9908683085666327,1073,1144
https://www.dawn.com/news/1944707/quettas-train-link-to-rest-of-the-country-remains-severed,-2,-1,-1,0,-1,0,-1,0.9954099042563843,898,969
https://www.dawn.com/news/1940754/pta-denies-breaches-in-licensed-sector-after-reported-sim-data-leak,-1,-1,-1,0,-1,-1,-1,0.9851936154047078,982,1053
https://www.dawn.com/news/1943203/events-that-led-to-the-demolition-of-islamabad-high-court-in-the-words-of-its-own-judges,-2,-2,-1,0,-1,-1,-1,0.9915592576991984,4465,4536
https://www.dawn.com/news/1944435/two-lasbela-varsity-students-injured-in-clash,-2,-1,0,0,-1,0,-1,0.9929633121766152,830,901
https://www.dawn.com/news/1940391/strike-in-balochistan-today-against-bnp-m-rally-attack,-2,-2,-2,0,-1,0,-1,0.994252998137574,963,1034
https://www.dawn.com/news/1939996/skywatchers-to-witness-blood-moon-at-karachi-university-tomorrow,1,0,0,0,1,0,0,0.9994032583289572,907,978
https://www.dawn.com/news/1938785/audit-reveals-serious-regulation-violations-by-islamabad-housing-societies,-2,-1,-1,0,-1,0,0,0.9895827297359564,1524,1595
https://www.dawn.com/news/1942239/plea-for-blasphemy-case-against-former-president-alvi-disposed-of,0,-1,0,0,-1,0,-1,0.993284007831011,788,859
https://www.dawn.com/news/1939742/we-dont-have-tracks-strong-enough-to-run-fast-trains-says-hanif-abbasi,1,0,1,0,0,1,1,0.9905079587152502,1619,1690
https://www.dawn.com/news/1941313/fbr-de-seals-capitals-largest-book-shop,-1,-1,-1,0,-1,0,0,0.9851079443904226,1264,1335
https://www.dawn.com/news/1939654/10-kidnapped-3-injured-as-bandits-attack-vehicles-on-motorway-in-punjabs-rahim-yar-khan-police,-2,-2,-1,0,-1,-1,-2,0.9859979237406872,1325,1396
https://www.dawn.com/news/1940366/draft-sbca-law-proposes-new-force-to-curb-illegal-construction-in-sindh,1,1,0,0,0,0,0,0.9959955996270524,1241,1312
https://www.dawn.com/news/1940210/five-drown-as-rescue-1122-boat-capsizes-in-multan-amid-flood-evacuation-officials,-2,-1,-1,-2,-1,0,0,0.9840930271868192,1122,1193
https://www.dawn.com/news/1939684/talk-of-hybrid-system-is-admission-of-dictatorship-justice-minallah,-2,-2,-1,0,-1,-1,-1,0.9952174704698018,1374,1445
https://www.dawn.com/news/1938865,-1,-1,-2,-2,-1,0,0,0.9842968656409616,2081,2152
https://www.dawn.com/news/1939597/punjab-igp-summoned-in-womans-abduction-case,-1,-1,0,0,-1,0,0,0.9979570706347001,845,916
https://www.dawn.com/news/1942975/india-says-analysing-implications-of-pak-saudi-mutual-defence-pact-for-national-security,-1,-1,1,0,-1,-1,-2,0.9825378339725422,1517,1588
https://www.dawn.com/news/1943465/pakistan-home-to-over-19-million-child-brides-unicef,-1,-1,-1,0,-2,0,-1,0.981046623712204,1053,1124
https://www.dawn.com/news/1939115/next-two-days-critical-as-india-releases-more-water-into-sutlej,-2,-1,-2,-1,-1,0,-1,0.9959283645074782,1211,1282
https://www.dawn.com/news/1943248/fm-dar-hints-other-states-may-follow-suit-after-pak-saudi-defence-deal,2,1,1,0,0,2,1,0.9840488837791836,1263,1334
https://www.dawn.com/news/1940765/another-may-9-riots-case-lahore-atc-acquits-ptis-smq-hands-down-10-year-jail-term-to-yasmin-rashid-and-ejaz-chaudhry,-1,-1,0,0,-2,0,-1,0.9787503805351838,943,1014
https://www.dawn.com/news/1941461/balochistan-cabinet-approves-landmark-policies-on-transgender-rights-and-minority-welfare-bans-hate-speech,2,1,1,0,2,0,0,0.9920412854312777,1227,1298
https://www.dawn.com/news/1945665/jui-f-chief-rejects-us-sponsored-gaza-peace-plan-without-hamas,-1,-1,0,0,-1,-1,-1,0.9974157086633392,1329,1400
https://www.dawn.com/news/1942318/bus-owners-in-quetta-seek-removal-of-restrictions,-2,-1,-1,0,-1,0,0,0.993795321339994,856,927
https://www.dawn.com/news/1941105/no-respite-for-south-punjab-as-high-flood-returns-to-sutlej,-2,-1,-2,-2,-1,0,-1,0.9954585869942398,2262,2333
https://www.dawn.com/news/1944746/imaan-mazari-files-grievance-letter-over-inaction-in-workplace-harassment-case-against-ihc-cj-dogar,-2,-2,0,0,-1,-1,-1,0.989777920321259,1434,1505
https://www.dawn.com/news/1940535/deadly-floods-risk-triggering-mass-migration-across-country,-2,-2,-3,-3,-2,-1,-1,0.9857503425117514,1721,1792
https://www.dawn.com/news/1939551,0,0,-1,-1,-1,0,0,0.979219813800039,1963,2034
https://www.dawn.com/news/1944124/ihcs-justice-jahangiri-moves-sc-for-early-hearing-of-plea-against-bar-on-judicial-work,-1,-2,0,0,-1,0,-1,0.9939437060391183,1367,1438
https://www.dawn.com/news/1939903/govt-pti-spar-in-national-assembly-over-federal-flood-relief,-1,-1,-1,-2,-1,0,0,0.9931791620610159,1639,1710
https://www.dawn.com/news/1945598/two-outlaws-killed-as-many-injured-in-four-ccd-encounters,1,1,0,0,0,0,1,0.9893330723171586,931,1002
https://www.dawn.com/news/1943367,1,1,0,0,0,1,2,0.9985659430078087,1150,1221
https://www.dawn.com/news/1940264/air-force-day-air-chief-sidhu-says-paf-committed-to-advancing-capabilities-in-electronic-warfare-cyber-tech,1,0,0,0,1,-1,-1,0.9903820974938642,1982,2053
https://www.dawn.com/news/1944347/sc-says-only-sjc-can-probe-misconduct-allegations-against-superior-court-judges,0,1,0,0,0,0,0,0.996384364513319,1669,1740
https://www.dawn.com/news/1941990/registration-exam-for-foreign-medical-graduates-essential-for-safety-of-patients-pmdc,1,0,0,0,-1,0,0,0.9861167175956765,1334,1405
https://www.dawn.com/news/1941923/hrcp-condemns-decision-by-elders-to-expel-transgender-persons-from-kps-swabi-district,-2,-1,-1,0,-2,-1,-1,0.9912678541981282,1145,1216
https://www.dawn.com/news/1942814,2,2,1,0,1,2,2,0.98146644001034,1715,1786
https://www.dawn.com/news/1943478/wasa-sends-rs72-billion-budget-for-approval-to-lahore,1,0,1,0,-1,0,0,0.9971725744257002,1371,1442
https://www.dawn.com/news/1939046/cop-embraces-martyrdom-as-police-thwart-attack-in-kp,-1,-1,-1,0,1,0,-1,0.9919649820037234,993,1064
https://www.dawn.com/news/1941843/flood-scare-fades-in-south-punjab-as-rescue-efforts-go-on,-1,-1,-2,-2,-1,0,-1,0.9786283005397292,2013,2084
https://www.dawn.com/news/1944116/ghq-attack-case-imran-appears-via-whatsapp-lawyers-boycott-proceedings-as-connectivity-issues-plague-hearing,-1,-1,0,0,-1,-1,-1,0.9754603918201502,1233,1304
https://www.dawn.com/news/1943500/105-shopkeepers-booked-for-attacking-officials-in-toba-tek-singh,-2,-1,-1,0,-1,0,-1,0.9860163512225517,1270,1341
https://www.dawn.com/news/1941363/homage-to-quaid-i-azam-on-his-death-anniversary,2,1,0,0,1,0,0,0.9935348403401577,1051,1122
https://www.dawn.com/news/1942656/at-least-one-dead-two-injured-as-police-stations-come-under-attack-in-balochistans-sherani-dc,-2,-2,-1,0,-1,-1,-2,0.9953319429623181,962,1033
https://www.dawn.com/news/1941376/ihc-cj-to-hear-petition-against-fellow-judges-fake-degree,-2,-2,0,0,-1,-1,-1,0.9913638098671483,1271,1342
https://www.dawn.com/news/1940547/tensions-erupt-in-sutlej-villages-over-dykes-disputes,-2,-2,-2,-2,-2,0,-1,0.9865992791947947,1181,1252
https://www.dawn.com/news/1942069/balochistan-governor-calls-women-backbone-of-economy,2,1,1,0,1,1,0,0.9878270906018156,860,931
https://www.dawn.com/news/1942546/initial-flood-damage-assessment-report-expected-in-10-days,-1,-1,-2,-2,0,0,-1,0.9877317840624451,1835,1906
https://www.dawn.com/news/1944523/pm-shehbaz-calls-on-world-to-honour-climate-pledges-says-loans-are-not-solution,0,-1,-1,-2,-1,1,-1,0.9714815797093812,1648,1719
https://www.dawn.com/news/1940554/gujrat-flooding-main-commercial-areas-return-to-normalcy,-1,-1,-2,-2,-1,0,0,0.9934663597603838,1084,1155
https://www.dawn.com/news/1945049/fia-issues-red-book-of-most-wanted-human-traffickers,1,1,-1,0,0,1,1,0.9841135439626767,919,990
https://www.dawn.com/news/1940893/with-12-new-dengue-cases-in-rawalpindi-tally-reaches-60,-1,-1,-1,-2,-1,0,0,0.9785055243890175,881,952
https://www.dawn.com/news/1945490/55pc-milk-samples-in-karachi-found-adulterated-with-harmful-chemicals,-2,-1,-1,0,-2,0,0,0.9884232121338887,1536,1607
https://www.dawn.com/news/1942537,0,0,0,0,0,-1,-1,0.9822857136180834,931,1002
https://www.dawn.com/news/1940637,0,0,-1,-1,0,0,0,0.9838783016785008,1593,1664
https://www.dawn.com/news/1944567/falak-javed-remanded-for-five-days-in-azma-bokhari-video-case,-1,-1,0,0,-1,0,-1,0.991119137188612,1382,1453
https://www.dawn.com/news/1942538/deadlock-persists-on-gb-traders-demand-for-tax-exemptions,-1,-1,-2,0,-1,-1,-1,0.9896886311304082,1259,1330
https://www.dawn.com/news/1943302/na-panel-seeks-support-system-for-pilgrims,1,1,1,0,1,1,0,0.9877652719870852,1355,1426
https://www.dawn.com/news/1939074/pia-to-be-privatised-by-november,0,-1,1,0,-1,0,0,0.9869405789112193,1080,1151
https://www.dawn.com/news/1939238/accused-arrested-for-harassing-tiktoker-given-to-islamabad-police-custody,-1,0,0,0,-1,0,0,0.9980703198904632,1089,1160
https://www.dawn.com/news/1941327/notices-issued-on-plea-of-imrans-nephew,-1,-1,0,0,-1,-1,-1,0.9940571265729481,921,992
https://www.dawn.com/news/1941229/governor-kundi-condemns-punjab-govts-arbitrary-ban-on-wheat-supply-to-kp,-2,-2,-2,0,-2,0,-1,0.9809425323192829,1265,1336
https://www.dawn.com/news/1943451/iaea-praises-pakistans-partnership-progress-in-peaceful-nuclear-programme,3,2,2,2,1,2,1,0.9757894522465969,1223,1294
https://www.dawn.com/news/1939696/mustafa-khokhar-moves-supreme-court-to-fix-pending-petitions-challenging-26th-amendment,-1,-1,0,0,-1,0,-1,0.9795330857141531,1309,1380
https://www.dawn.com/news/1943439/pakistan-will-have-to-adapt-to-floods-as-the-new-normal-says-expert,-2,-2,-2,-3,-1,-1,-1,0.9855767433390072,3312,3383
https://www.dawn.com/news/1939049/man-killed-in-uthal-shooting,-2,-2,-1,0,-1,0,-1,0.976052676281939,713,784
https://www.dawn.com/news/1942746/protesting-kp-employees-want-ban-on-entry-of-armed-men-to-secretariat,-2,-2,-1,0,-1,0,-1,0.9978659047237304,1377,1448
https://www.dawn.com/news/1938981/drive-to-vaccinate-89m-children-against-polio-across-sindh-begins,1,0,0,0,0,1,0,0.9743888706854567,1148,1219
https://www.dawn.com/news/1942993/doors-not-closed-to-entry-of-other-arab-nations-in-pak-saudi-mutual-defence-deal-khawaja-asif,2,1,2,0,1,1,2,0.9803772548613976,2251,2322
https://www.dawn.com/news/1939855/30-arrested-in-kurram-search-operation,-1,1,-1,0,0,0,1,0.9879816287684186,819,890
https://www.dawn.com/news/1940249/first-india-pakistan-match-since-may-conflict-fires-up-asia-cup,0,0,0,0,-1,0,-1,0.9945472704757307,1386,1457
https://www.dawn.com/news/1944677/poverty-trap,-2,-1,-2,0,-1,-1,-1,0.9904805218175041,1213,1284
https://www.dawn.com/news/1941311/twin-cities-nanbais-up-in-arms-over-wheat-flour-price,-2,-1,-2,0,-1,0,-1,0.9887169824744091,1369,1440
https://www.dawn.com/news/1940285/parts-of-karachi-receive-rain-as-met-office-warns-of-urban-flooding,0,-1,-1,-1,-1,0,0,0.9905486182093697,1244,1315
https://www.dawn.com/news/1940819/six-years-on-woman-still-missing-amid-claims-of-kidnap-by-djinn,-1,-1,0,0,-1,0,0,0.9930680959771535,1362,1433
https://www.dawn.com/news/1945534/balochistan-assembly-urges-govt-to-review-mines-and-minerals-act,1,1,0,0,0,0,0,0.9873736524456429,1128,1199
https://www.dawn.com/news/1939760/opposition-calls-strike-in-balochistan-on-sept-8,-2,-2,-1,0,-1,-1,-1,0.9851887191503443,1289,1360
https://www.dawn.com/news/1940757/pml-ns-rana-sanaullah-wins-senate-by-election-for-punjab-seat,1,1,0,0,-1,0,0,0.9977080016758172,1145,1216
https://www.dawn.com/news/1941809/policeman-among-eight-carjackers-arrested-in-karachi,0,-1,-1,0,-1,0,-1,0.9975950590137574,1057,1128
https://www.dawn.com/news/1940275/kazakh-deputy-pm-to-arrive-in-pakistan-tomorrow-on-2-day-visit-to-further-cement-ties,2,1,2,0,1,2,1,0.992639843427543,1148,1219
https://www.dawn.com/news/1939002/kp-asks-centre-to-release-over-rs71-billion-net-hydel-profit,-1,-1,-1,0,-1,0,-1,0.9969649582691347,1576,1647
https://www.dawn.com/news/1938764/prisoners-at-sialkot-district-jail-shifted,-2,-1,-2,-2,-1,0,-1,0.9821144131445259,1096,1167
https://www.dawn.com/news/1939639/lahore-atc-also-grants-bail-to-imran-khans-nephew-shershah-in-may-9-riots-case,0,-1,0,0,-1,-1,-1,0.9977542879324918,1385,1456
https://www.dawn.com/news/1940005,1,1,0,0,0,0,0,0.996497706551823,857,928
https://www.dawn.com/news/1942284/first-ever-drive-against-cervical-cancer-launched-across-sindh,3,1,1,0,1,1,0,0.9890394369273982,1396,1467
https://www.dawn.com/news/1941829/coas-visits-flood-hit-areas-in-kasur-multan,1,1,-1,-2,1,0,0,0.9974701334126999,822,893
https://www.dawn.com/news/1942416/debt-trajectory-more-sustainable-than-headline-figures-finance-ministry,0,0,1,0,0,1,0,0.9762715604447733,1594,1665
https://www.dawn.com/news/1944025/two-killed-in-tribal-clash-in-sibi,-2,-2,-1,0,-2,0,-1,0.9967152070877937,745,816
https://www.dawn.com/news/1945343/two-picnickers-drown-in-sea-near-mubarak-village-in-karachi,-2,0,0,0,0,0,0,0.9952789642198008,725,796
https://www.dawn.com/news/1945543/injured-us-paraglider-airlifted-from-rush-lake-in-nagar,1,1,1,0,1,1,0,0.9888956990867351,1043,1114
https://www.dawn.com/news/1944876/sindh-govt-backs-karachi-mayor-over-halt-of-green-line-extension-work,0,-1,-1,0,0,0,0,0.9896897369865514,1287,1358
https://www.dawn.com/news/1945485/pakistan-faces-shortfall-of-nearly-900000-nurses-says-mustafa-kamal,1,1,1,0,0,1,0,0.9919710461560032,918,989
https://www.dawn.com/news/1939826/hundreds-waiting-to-be-rescued-in-ahmedpur-sial,-2,-1,-2,-2,-1,0,-1,0.9896525764104728,1003,1074
https://www.dawn.com/news/1944184/senior-journalist-mazhar-iqbal-dies-in-islamabad-road-accident,-1,0,0,0,0,0,0,0.9915612538348205,842,913
https://www.dawn.com/news/1942706/public-accounts-subcommittee-informed-about-theft-of-thousands-of-passports,-2,-1,-1,0,-1,-1,-1,0.9951999993347534,842,913
https://www.dawn.com/news/1945127,0,-1,-1,0,-1,-1,-1,0.995048973254216,1748,1819
https://www.dawn.com/news/1941529/pm-shehbaz-okays-rail-car-project-to-connect-rawalpindi-islamabad,2,1,1,-1,1,0,0,0.9975855182426916,1280,1351
https://www.dawn.com/news/1939955/imran-khans-other-nephew-shershah-also-released-from-kot-lakhpat-jail-after-bail,0,0,0,0,-1,0,0,0.9750816008431987,1153,1224
https://www.dawn.com/news/1938952/militant-attacks-surge-to-decade-high-in-august-says-think-tank,-3,-2,-2,0,-1,-1,-2,0.9789466166016573,1696,1767
https://www.dawn.com/news/1940752/kp-govt-to-introduce-teaching-licences-for-improving-school-education,1,0,0,0,0,0,0,0.9904516821300439,1013,1084
https://www.dawn.com/news/1938881/crew-of-5-dead-as-army-helicopter-crashes-in-gbs-chilas-due-to-technical-fault-ispr,-2,-1,0,0,-1,0,-1,0.9836420602925817,1017,1088
https://www.dawn.com/news/1939546/markhor-hunting-permit-breaks-record-at-gb-auction,1,0,2,1,0,1,0,0.9865610345667964,1235,1306
